group_code,group_name,table_name,column_name,declared_type,primary_key,not_null,required_without_default,nullable,schema_default,foreign_key,unique_participant,check_or_cross_column_rule,status_policy,derivation_or_authoring_rule,common_failure
G02,recruitment_catalog,position,seniority_id,INTEGER,no,no,no,yes,,seniority.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G02,recruitment_catalog,position,location_id,INTEGER,no,no,no,yes,,location.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G02,recruitment_catalog,position,work_duration,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position,position_status,TEXT,no,yes,no,no,draft,,no,yes,conditional_importer_default,Importer writes active only when trimmed JD has at least 10 characters; otherwise draft; database triggers reject active with an invalid JD.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position,openings_count,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position,posted_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position,offers_relocation_assistance,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position,local_candidates_only,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position.created_at
G02,recruitment_catalog,position,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position.updated_at
G02,recruitment_catalog,position_certification_requirement,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_certification_requirement,position_id,INTEGER,no,yes,yes,no,,position.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_certification_requirement.position_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_certification_requirement,certification_id,INTEGER,no,yes,yes,no,,certification.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_certification_requirement.certification_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_certification_requirement,requirement_type,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_certification_requirement.requirement_type; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_certification_requirement,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New position requirements are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_certification_requirement,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_certification_requirement.created_at
G02,recruitment_catalog,position_certification_requirement,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_certification_requirement.updated_at
G02,recruitment_catalog,position_education_requirement,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_education_requirement,position_id,INTEGER,no,yes,yes,no,,position.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_education_requirement.position_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_education_requirement,degree_id,INTEGER,no,yes,yes,no,,degree.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_education_requirement.degree_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_education_requirement,field_study_id,INTEGER,no,no,no,yes,,field_study.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G02,recruitment_catalog,position_education_requirement,requirement_type,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_education_requirement.requirement_type; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_education_requirement,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New position requirements are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_education_requirement,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_education_requirement.created_at
G02,recruitment_catalog,position_education_requirement,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_education_requirement.updated_at
G02,recruitment_catalog,position_salary_range,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_salary_range,position_id,INTEGER,no,yes,yes,no,,position.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_salary_range.position_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_salary_range,salary_min_cents,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_salary_range,salary_max_cents,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_salary_range,currency_code,TEXT,no,yes,yes,no,,,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_salary_range.currency_code; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_salary_range,salary_period,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_salary_range.salary_period; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_salary_range,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New position salary ranges are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_salary_range,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_salary_range.created_at
G02,recruitment_catalog,position_salary_range,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_salary_range.updated_at
G02,recruitment_catalog,position_skill,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_skill,position_id,INTEGER,no,yes,yes,no,,position.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_skill.position_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_skill,skill_id,INTEGER,no,yes,yes,no,,skill.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_skill.skill_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G02,recruitment_catalog,position_skill,requirement_type,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: position_skill.requirement_type; invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_skill,minimum_proficiency_level_id,INTEGER,no,no,no,yes,,skill_proficiency_level.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G02,recruitment_catalog,position_skill,onet_importance_score,REAL,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_skill,onet_dependence_score,REAL,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_skill,onet_preparation_score,REAL,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G02,recruitment_catalog,position_skill,is_active,INTEGER,no,yes,no,no,1,,no,yes,default_active,New position skill requirements are active unless the writer explicitly supplies 0.,invalid value/combination → CHECK or trigger rejection
G02,recruitment_catalog,position_skill,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_skill.created_at
G02,recruitment_catalog,position_skill,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: position_skill.updated_at
G03,submission_ingress,raw_submission,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_submission_intake_run_id,INTEGER,no,yes,yes,no,,raw_submission_intake_run.id ON DELETE RESTRICT | raw_submission_intake_run.id ON DELETE RESTRICT,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission.raw_submission_intake_run_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G03,submission_ingress,raw_submission,submission_uuid,TEXT,no,yes,yes,no,,raw_submission_intake_run.submission_uuid ON DELETE RESTRICT,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: raw_submission.submission_uuid; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission,source_system,TEXT,no,yes,yes,no,,raw_submission_intake_run.source_system ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission.source_system; unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission,source_record_id,TEXT,no,yes,yes,no,,raw_submission_intake_run.source_record_id ON DELETE RESTRICT,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission.source_record_id; unknown parent ID → FOREIGN KEY constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission,source_event_key,TEXT,no,yes,yes,no,,raw_submission_intake_run.source_event_key ON DELETE RESTRICT,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: raw_submission.source_event_key; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission,source_schema_version,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_catalog_revision_id,INTEGER,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_company_id,INTEGER,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_company_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_company_work_mode_id,INTEGER,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_company_work_mode_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_position_id,INTEGER,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,submitted_position_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_person_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_email_address,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_phone,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_start_working_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_end_working_date,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,raw_work_duration,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,payload_hmac,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission.payload_hmac; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission,payload_hmac_key_version,TEXT,no,yes,yes,no,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission.payload_hmac_key_version; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission,source_submitted_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,landed_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission.landed_at
G03,submission_ingress,raw_submission,retention_until,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,purged_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission.updated_at
G03,submission_ingress,raw_submission_intake_run,id,INTEGER,yes,no,no,no,,,yes,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,duplicate protected value → UNIQUE constraint failed
G03,submission_ingress,raw_submission_intake_run,intake_run_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: raw_submission_intake_run.intake_run_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,submission_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: raw_submission_intake_run.submission_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,source_system,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission_intake_run.source_system; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,source_record_id,TEXT,no,yes,yes,no,,,yes,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission_intake_run.source_record_id; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,source_event_key,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: raw_submission_intake_run.source_event_key; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,source_schema_version,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,accepted_payload_hmac,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,last_received_payload_hmac,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,payload_hmac_key_version,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,intake_status,TEXT,no,yes,no,no,received,,no,yes,schema_default,An intake coordinator records receipt before durable Raw persistence.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,attempt_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,technical_redelivery_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,last_technical_redelivery_mechanism,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,last_technical_redelivery_cause_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,last_technical_redelivery_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,payload_conflict_count,INTEGER,no,yes,no,no,0,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,last_error_code,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,last_error_detail,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,first_received_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission_intake_run.first_received_at
G03,submission_ingress,raw_submission_intake_run,last_received_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission_intake_run.last_received_at
G03,submission_ingress,raw_submission_intake_run,last_attempt_started_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,completed_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_intake_run,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission_intake_run.created_at
G03,submission_ingress,raw_submission_intake_run,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission_intake_run.updated_at
G03,submission_ingress,raw_submission_intake_run,configuration_release_id,INTEGER,no,no,no,yes,,system_configuration_release.id ON DELETE RESTRICT,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,unknown parent ID → FOREIGN KEY constraint failed
G03,submission_ingress,raw_submission_intake_run,accepted_resume_file_sha256,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_intake_run,recovery_fence_token,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_resume,raw_submission_id,INTEGER,no,yes,yes,no,,raw_submission.id ON DELETE CASCADE,yes,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,omit → NOT NULL constraint failed: raw_submission_resume.raw_submission_id; unknown parent ID → FOREIGN KEY constraint failed; duplicate protected value → UNIQUE constraint failed
G03,submission_ingress,raw_submission_resume,resume_text,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,resume_text_status,TEXT,no,yes,yes,no,,,no,yes,explicit_required,The resolver must explicitly distinguish available failed no_resume and other terminal outcomes.,omit → NOT NULL constraint failed: raw_submission_resume.resume_text_status; invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,resume_text_origin,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,resume_parser_version,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,resume_text_sha256,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,resume_parsed_at,TEXT,no,no,no,yes,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_resume,resume_original_file_name,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_resume,resume_source_url,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_resume,resume_source_file_id,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_resume,resume_mime_type,TEXT,no,no,no,yes,,,no,no,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid values may still be rejected by the canonical importer
G03,submission_ingress,raw_submission_resume,resume_file_size_bytes,INTEGER,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G03,submission_ingress,raw_submission_resume,resume_r2_object_key,TEXT,no,no,no,yes,,,yes,no,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,duplicate protected value → UNIQUE constraint failed
G03,submission_ingress,raw_submission_resume,created_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission_resume.created_at
G03,submission_ingress,raw_submission_resume,updated_at,TEXT,no,yes,yes,no,,,no,no,,Canonical importer writes an RFC 3339 UTC timestamp when the business event occurs; do not invent a placeholder time.,omit → NOT NULL constraint failed: raw_submission_resume.updated_at
G03,submission_ingress,raw_submission_resume,resume_file_sha256,TEXT,no,no,no,yes,,,no,yes,,No implicit business derivation. Follow the canonical importer or table-specific manual SQL template.,invalid value/combination → CHECK or trigger rejection
G04,workflow_control,audit_event,id,INTEGER,yes,no,no,no,,,no,no,,Omit on INSERT to let SQLite/D1 allocate the row ID; never guess or reuse an ID.,invalid values may still be rejected by the canonical importer
G04,workflow_control,audit_event,event_uuid,TEXT,no,yes,yes,no,,,yes,yes,,Canonical importer generates or validates the stable identifier; manual SQL must provide it unless a table-specific template says otherwise.,omit → NOT NULL constraint failed: audit_event.event_uuid; duplicate protected value → UNIQUE constraint failed; invalid value/combination → CHECK or trigger rejection
